-5.03,-0.39,-0.06,-10.02,0.63,-2.76
-5.31,-0.31,-0.08,-10.00,0.57,-2.90
-5.64,-0.20,-0.15,-9.99,0.48,-3.10
-5.84,-0.12,-0.23,-9.97,0.40,-3.25
-6.01,-0.03,-0.32,-9.96,0.33,-3.42
-6.16,0.06,-0.41,-9.94,0.25,-3.59
-6.36,0.19,-0.49,-9.92,0.16,-3.82
-6.48,0.28,-0.52,-9.90,0.09,-4.00
-6.60,0.41,-0.55,-9.88,0.04,-4.19
-6.72,0.61,-0.59,-9.87,-0.02,-4.38
-6.80,0.95,-0.66,-9.85,-0.07,-4.64
-6.79,1.24,-0.73,-9.84,-0.10,-4.84
-6.73,1.57,-0.80,-9.83,-0.10,-5.03
-6.67,1.92,-0.88,-9.82,-0.09,-5.23
-6.50,2.37,-1.02,-9.82,-0.04,-5.48
-6.38,2.73,-1.10,-9.82,0.03,-5.67
-6.28,3.08,-1.18,-9.82,0.11,-5.86
-6.19,3.43,-1.23,-9.82,0.21,-6.04
-6.08,3.92,-1.24,-9.82,0.36,-6.29
-6.05,4.25,-1.21,-9.82,0.47,-6.47
-6.04,4.55,-1.14,-9.81,0.59,-6.65
-6.11,4.92,-1.04,-9.78,0.73,-6.88
-6.05,5.18,-1.00,-9.75,0.82,-7.06
-6.03,5.47,-1.03,-9.71,0.90,-7.23
-5.94,5.73,-1.11,-9.67,0.97,-7.41
-5.77,6.09,-1.24,-9.60,1.06,-7.64
-5.69,6.25,-1.29,-9.55,1.13,-7.81
-5.43,6.40,-1.41,-9.49,1.20,-7.95
-5.22,6.57,-1.58,-9.42,1.30,-8.09
-4.85,6.98,-1.91,-9.33,1.44,-8.24
-4.56,7.40,-2.18,-9.27,1.57,-8.34
-4.37,7.90,-2.43,-9.22,1.69,-8.43
-4.27,8.41,-2.57,-9.17,1.82,-8.51
-4.30,9.00,-2.61,-9.11,1.93,-8.58
-4.33,9.38,-2.64,-9.06,1.96,-8.61
-4.23,9.74,-2.73,-9.00,1.95,-8.62
-4.01,10.05,-2.81,-8.95,1.90,-8.62
-3.43,10.41,-2.96,-8.86,1.81,-8.59
-2.81,10.69,-3.06,-8.78,1.73,-8.56
-2.17,10.97,-3.08,-8.70,1.67,-8.50
-1.63,11.31,-2.90,-8.62,1.60,-8.43
-0.73,11.84,-2.72,-8.49,1.48,-8.29
-0.05,12.28,-2.53,-8.40,1.39,-8.16
0.67,12.73,-2.34,-8.32,1.30,-7.99
1.42,13.17,-2.11,-8.24,1.20,-7.78
2.52,13.68,-1.76,-8.15,1.08,-7.46
3.33,13.97,-1.47,-8.10,1.00,-7.17
4.02,14.23,-1.13,-8.06,0.93,-6.85
4.52,14.44,-0.77,-8.04,0.86,-6.50
5.03,14.65,-0.32,-8.03,0.78,-5.98
5.28,14.74,-0.03,-8.03,0.72,-5.56
5.40,14.76,0.20,-8.05,0.67,-5.13
5.35,14.69,0.43,-8.10,0.62,-4.53
5.18,14.57,0.56,-8.16,0.60,-4.07
4.91,14.40,0.69,-8.23,0.58,-3.62
4.55,14.17,0.82,-8.31,0.58,-3.17
3.95,13.91,0.91,-8.43,0.58,-2.60
3.43,13.77,0.94,-8.54,0.59,-2.20
2.87,13.65,0.94,-8.66,0.61,-1.82
2.29,13.55,0.91,-8.78,0.63,-1.48
1.44,13.45,0.84,-8.97,0.66,-1.06
0.79,13.41,0.81,-9.12,0.69,-0.79
0.20,13.35,0.77,-9.27,0.71,-0.56
-0.35,13.31,0.73,-9.42,0.72,-0.35
-0.98,13.25,0.67,-9.63,0.75,-0.12
-1.39,13.21,0.57,-9.79,0.76,0.01
-1.72,13.16,0.52,-9.95,0.78,0.13
-1.98,13.09,0.42,-10.10,0.79,0.22
-2.26,12.98,0.31,-10.30,0.82,0.31
-2.39,12.86,0.26,-10.44,0.85,0.36
-2.47,12.73,0.21,-10.58,0.87,0.40
-2.48,12.55,0.16,-10.71,0.90,0.43
-2.47,12.27,0.07,-10.87,0.94,0.45
-2.46,12.09,0.03,-10.97,0.98,0.46
-2.42,11.93,-0.00,-11.08,1.01,0.47
-2.39,11.78,-0.05,-11.17,1.05,0.47
-2.34,11.61,-0.10,-11.28,1.08,0.47
-2.31,11.52,-0.16,-11.35,1.10,0.47
-2.23,11.45,-0.25,-11.41,1.11,0.48
-2.15,11.36,-0.36,-11.47,1.12,0.49
-2.02,11.23,-0.54,-11.52,1.12,0.51
-1.90,11.10,-0.72,-11.56,1.13,0.53
-1.74,10.99,-0.86,-11.59,1.13,0.57
-1.59,10.85,-1.02,-11.60,1.14,0.61
-1.40,10.67,-1.18,-11.62,1.15,0.68
-1.28,10.54,-1.26,-11.62,1.16,0.74
